-121.758462,37.248263,6.18376747e+03
-122.588345,37.992504,2.22476142e+03
-121.794522,37.219006,6.85561904e+03
-121.912685,37.998266,1.73896590e+03
-121.707033,37.871461,1.02436252e+03
-121.708643,37.848819,6.53342749e+02
-121.767473,37.230107,5.62068760e+03
-121.773471,37.226679,6.05205330e+03
-122.332459,37.382406,9.76910413e+02
-121.998010,37.238643,6.93089933e+03
-122.106874,37.253904,2.07422454e+03
-122.085344,37.244538,2.53717291e+03
-121.949349,37.230238,7.80180791e+03
-121.763127,37.259491,8.48961612e+03
-121.707577,37.958260,3.33014619e+03
-121.719104,37.779761,7.63770265e+02
-121.728691,37.710492,2.65700882e+03
-121.735297,37.683155,2.45629611e+03
-121.839650,37.919711,1.70296036e+03
-121.809587,37.901365,1.44360742e+03
-121.790930,37.821661,8.85493204e+02
-121.730959,37.852488,7.52544779e+02
-121.720498,37.921545,1.91763261e+03
-122.528009,37.639879,5.25415908e+03
-122.413606,37.423145,7.93609267e+02
-121.917859,37.218698,8.26176099e+03
-121.974625,37.225869,6.48413404e+03
-121.965612,37.230957,7.16698621e+03
-121.981665,37.233898,7.16705080e+03
-121.975324,37.242550,9.66611537e+03
-121.966246,37.241916,9.04016953e+03
-121.777156,37.247910,7.64363640e+03
-121.774641,37.238282,6.20875831e+03
-121.780638,37.234854,6.90670840e+03
-121.789374,37.236135,6.14615496e+03
-121.767382,37.275853,9.76923698e+03
-122.006128,37.250445,8.95626234e+03
-121.720070,37.690035,2.10867526e+03
-121.729732,37.687641,2.47414877e+03
-121.723664,37.699592,1.89921331e+03
-121.733326,37.697198,2.05538407e+03
-121.761842,37.666689,3.02131361e+03
-121.742301,37.683581,4.14097936e+03
-121.750702,37.676879,3.43714784e+03
-121.828660,37.756715,2.42547330e+03
-121.884396,37.909181,1.72238886e+03
-121.727662,37.930038,2.05668229e+03
-122.282834,37.718024,6.00286483e+03
-122.014591,37.997741,4.43620754e+03
-122.478974,37.810704,1.65901449e+04
-122.492241,37.806393,1.36859752e+04
-122.329923,37.997861,4.57083699e+03
-122.572281,37.997650,1.86847727e+03
-122.466593,37.495516,1.74268365e+03
-122.448232,37.563859,4.18933564e+03
-122.481803,37.542865,2.20586835e+03
-122.325640,37.675522,4.07537179e+03
-122.240426,37.425225,6.24434191e+03
-122.226068,37.403876,4.22439354e+03
-122.261251,37.358708,1.50367248e+03
-122.210006,37.331313,1.64413412e+03
-122.152775,37.355351,4.28070545e+03
-121.939679,37.237205,1.00775939e+04
-121.941926,37.242676,1.12778751e+04
-121.954501,37.250507,1.11062063e+04
-121.945035,37.248921,1.16632465e+04
-121.963326,37.609816,5.77269652e+03
-121.822364,37.223465,9.04326395e+03
-121.809498,37.221425,8.30812787e+03
-121.797183,37.230379,7.85990449e+03
-121.822052,37.247977,1.07313008e+04
-121.761031,37.288013,8.16365094e+03
-121.740752,37.576913,8.15563638e+02
-121.817850,37.252614,1.06615397e+04
-122.025754,37.442647,5.75124207e+03
-122.043875,37.447638,5.41295525e+03
-122.040706,37.398710,1.06696664e+04
-121.764581,37.992351,4.34267545e+03
-121.768588,37.683148,2.99023209e+03
-121.758389,37.682614,3.51027767e+03
-121.747814,37.708803,3.61967726e+03
-121.746577,37.698447,3.29691541e+03
-121.749988,37.689316,2.62621075e+03
-121.772315,37.675988,1.95606838e+03
-121.773255,37.665263,2.42482620e+03
-121.782140,37.662445,2.87655189e+03
-121.809523,37.654224,4.84516454e+03
-121.790292,37.661159,2.82176487e+03
-121.880221,37.964962,2.66413264e+03
-121.904809,37.980219,2.26127185e+03
-121.913985,37.957421,3.37980921e+03
-121.942556,37.939730,3.61121587e+03
-121.711386,37.943352,2.56556837e+03
-121.718695,37.938590,3.06919040e+03
-121.718801,37.948368,4.72952175e+03
-122.112484,37.910136,6.67910460e+03
-122.139980,37.922878,4.79431929e+03
-122.113676,37.935857,6.77860903e+03
-122.238746,37.719430,7.32508010e+03
-121.965077,37.929889,4.83820170e+03
-121.971841,37.897077,4.20223966e+03
-122.015820,37.901441,6.63829864e+03
-122.099492,37.948462,6.15881486e+03
-122.090189,37.955884,6.45451107e+03
-122.521804,37.768454,1.33505852e+04
-122.476376,37.788138,2.05266334e+04
-122.470506,37.787474,2.26341546e+04
-122.145758,37.982550,3.43156664e+03
-122.170630,37.949553,2.94518479e+03
-122.202883,37.922963,3.82782170e+03
-122.453627,37.993399,2.12784410e+03
-122.582114,37.987016,2.87510867e+03
-122.576279,37.976289,3.27623935e+03
-122.487785,37.570313,2.48829251e+03
-122.326598,37.521784,7.79114023e+03
-122.434371,37.861565,5.55659017e+03
-122.406897,37.878331,4.42509793e+03
-122.307438,37.625583,3.95464162e+03
-122.357460,37.492791,3.70741023e+03
-122.319221,37.515215,7.32068289e+03
-122.286327,37.495444,6.83386070e+03
-122.227374,37.440331,7.69476197e+03
-122.261250,37.438965,5.74626253e+03
-122.281664,37.485485,6.53525286e+03
-122.318100,37.441314,2.50232531e+03
-122.331229,37.474178,3.76206451e+03
-122.163932,37.382753,6.79751896e+03
-122.086323,37.329689,9.51048030e+03
-122.076934,37.317270,8.71807427e+03
-122.003678,37.295492,1.31760778e+04
