longitude,latitude,potential
-121.841744,37.365185,4.11240424e+03
-121.984879,37.367906,2.96795776e+03
-121.821026,37.368757,3.69397884e+03
-121.837112,37.368768,3.84042708e+03
-122.089213,37.369157,1.93004096e+03
-122.011927,37.370119,2.79556265e+03
-122.071812,37.370123,2.13991609e+03
-121.852672,37.370566,3.28336803e+03
-121.803325,37.370801,2.06328680e+03
-122.100917,37.372949,2.23184603e+03
-122.026977,37.373029,2.77318181e+03
-121.866451,37.373827,2.72546538e+03
-121.828903,37.374057,3.33884852e+03
-122.040918,37.376515,2.82303138e+03
-121.845727,37.376787,3.56310974e+03
-122.111254,37.376949,1.92196004e+03
-122.062994,37.377449,2.49839381e+03
-121.883250,37.378170,2.95419364e+03
-122.050182,37.378511,2.46190487e+03
-122.209692,37.378663,5.47055435e+02
-122.131527,37.378861,1.57592324e+03
-122.081901,37.379108,2.12004198e+03
-122.056601,37.379847,2.79913071e+03
-121.876588,37.382853,3.04824774e+03
-121.849817,37.382857,2.72774376e+03
-121.821636,37.383283,2.50512050e+03
-122.015517,37.383474,3.05630257e+03
-121.835323,37.383752,2.46752559e+03
