-84.176272,48.083501
-81.546434,24.604986
-80.476918,25.055930
-80.866346,24.800264
-80.918416,47.428140
-74.158531,47.175990
-79.707524,46.976718
-81.048491,24.719968
-80.992929,24.743166
-81.426096,24.676020
-81.382623,24.681938
-72.427763,37.199330
-85.274252,46.766928
-68.417460,47.285391
-79.288913,46.823674
-105.020938,28.454121
-109.002141,30.100286
-111.609099,30.640052
-104.764675,28.349836
-106.897434,48.842959
-81.781526,24.554315
-81.776581,24.560143
-81.477944,24.645698
-81.502630,24.619796
-81.364334,24.660373
-81.076596,24.714396
-81.177998,24.698432
-75.893357,31.788876
-71.461031,38.337006
-75.852765,31.875122
-71.847667,39.362183
-71.582339,45.680370
-70.229364,46.445095
-70.524600,45.898056
-68.544642,47.211046
-84.547923,46.573652
-118.366875,33.098244
-98.793820,26.528029
-93.460600,28.271120
-110.227594,31.361583
-100.818223,27.489604
-104.772454,29.105125
-108.283637,30.747735
-123.317521,38.374595
-124.001716,40.011132
-124.328711,41.258686
-124.423174,43.059225
-124.525566,44.544616
-81.793023,24.560007
-81.784144,24.560263
-81.789089,24.554435
-81.723067,24.573502
-75.249811,34.037016
-73.674174,37.380232
-87.529528,47.541858
-73.014125,44.955422
-73.390103,44.917412
-68.182833,43.533243
-68.553693,43.333586
-67.973308,47.046415
-68.124586,47.186418
-68.250119,47.215340
-73.508754,44.916341
-73.743045,44.939464
-74.426856,44.877770
-74.321968,44.911122
-75.855685,46.237137
-77.957069,45.469628
-72.217947,45.733630
-74.539233,44.915674
-74.434345,44.949027
-74.081110,44.960530
-117.901676,32.799577
-117.965594,32.843424
-98.914709,26.434857
-98.957187,26.431515
-99.019743,26.439709
-98.985765,26.436271
-98.958793,26.405626
-98.273505,26.793527
-101.450918,28.525421
-119.637201,33.725678
-119.279031,34.102471
-119.498460,34.656710
-100.225705,48.897544
-104.212958,48.896963
-107.710744,47.562176
-122.238396,43.285129
-116.351902,41.551555
-121.332903,46.308023
-120.689438,46.273420
-124.540720,46.293111
-124.467770,44.601188
-109.649920,31.903691
-108.527884,39.571790
-110.354472,44.047664
-118.140556,38.679618
-122.616577,37.515639
-123.128216,38.085591
-123.756758,40.009808
-122.382784,42.324290
-118.829789,42.330485
-122.378239,42.091739
-124.331114,43.192804
-123.294580,43.455993
-123.340511,43.432443
-95.075997,27.128044
-92.769065,28.086346
-81.795236,24.552782
-81.800631,24.554879
-81.732380,24.576941
-81.719186,24.577843
-81.768605,24.563937
-81.755411,24.564839
-74.968113,37.722926
-73.293994,38.731350
-71.987527,40.594902
-72.799759,44.936868
-73.241374,44.772979
-73.354466,44.819759
-73.171841,44.940655
-73.271922,44.934144
-74.431931,44.774319
-74.367808,44.846337
-74.262920,44.879689
-74.800340,44.951694
-98.638161,26.268307
-99.000165,26.407511
-98.982733,26.407919
-98.988457,26.411014
-99.309785,27.224999
-98.953504,26.688176
-99.015042,26.829808
-100.901451,27.649655
-101.042408,27.928781
-98.098261,26.461921
-97.986967,26.483269
-101.516512,30.103403
-98.907160,33.566816
-99.607990,32.926098
-99.656525,31.103294
-94.923346,28.211384
