longitude,latitude
-115.544033,32.789910
-116.979480,32.790010
-116.968806,32.790151
-117.235045,32.790646
-116.958710,32.790888
-116.937614,32.791121
-116.949425,32.791363
-116.927560,32.791865
-117.052922,32.791916
-117.155012,32.792927
-115.675611,32.794432
-117.249429,32.794770
-116.907595,32.795296
-117.241777,32.796218
-117.072875,32.796649
-116.959240,32.797202
-117.013275,32.797390
-117.086825,32.797479
-117.162508,32.797498
-116.941909,32.797801
-117.234245,32.797866
-117.032009,32.798543
-115.560838,32.799038
-117.203189,32.799111
-117.253165,32.799740
-117.121179,32.800203
-116.988870,32.800447
-115.574115,32.801283
-115.380052,32.801637
-116.970285,32.801727
-117.144908,32.802071
-117.194851,32.802176
-117.133083,32.802292
-116.956408,32.802725
-117.182190,32.802858
-117.238419,32.803149
-117.225606,32.803489
-117.099445,32.803571
-116.944779,32.803939
-117.108376,32.804329
-117.255033,32.804854
-116.922823,32.805357
-117.060814,32.807115
-117.241934,32.807562
-117.160389,32.808535
-117.013969,32.808630
-117.259607,32.809569
-117.186884,32.810439
-117.040641,32.811845
-116.990841,32.812674
-116.944239,32.813250
-116.927752,32.813901
-116.956103,32.814033
-117.173672,32.815114
-115.377140,32.815790
-117.231967,32.816377
-117.078046,32.816716
-117.108403,32.817047
-116.829997,32.817219
-115.574456,32.818244
-117.211423,32.818635
-117.271179,32.819120
-116.867593,32.820958
-116.768447,32.821197
-116.955928,32.821896
-117.247618,32.822588
-117.195919,32.823816
-117.263817,32.824765
-117.094188,32.824830
-117.174095,32.825127
-116.928802,32.826380
-117.148304,32.827487
-116.899776,32.830205
-117.221398,32.831176
-117.186224,32.831193
-116.994766,32.831677
-116.771424,32.831796
-117.019164,32.831989
-117.107506,32.832099
-117.276666,32.832947
-116.919338,32.834718
-117.088519,32.835413
-116.949538,32.835508
-117.206249,32.835544
-116.974502,32.835685
-117.184741,32.838232
-116.635776,32.840543
-117.258251,32.840801
-117.014804,32.842117
-117.275556,32.843141
-116.896761,32.844331
-117.225516,32.846649
-116.762724,32.846866
-116.533860,32.847355
-116.934026,32.847631
-117.003670,32.847773
-116.910209,32.848086
-115.571169,32.848558
-116.990792,32.848832
-116.976153,32.849755
-117.194837,32.850640
-117.211435,32.852453
-116.963487,32.854027
-117.196345,32.857304
-116.977238,32.858416
-117.240950,32.858597
-117.001380,32.858710
-117.233283,32.859016
-117.227566,32.860298
-115.816033,32.860374
-116.856891,32.861301
-116.915333,32.861361
-117.216383,32.862913
-117.251544,32.863341
-117.222860,32.865644
-116.964242,32.866973
-117.235272,32.866990
-117.202987,32.868324
-116.975986,32.868946
-117.218477,32.869883
-114.481213,32.871610
-117.232950,32.874815
-116.939370,32.877147
-117.214778,32.885253
-117.128934,32.888042
-117.131755,32.902709
-117.161859,32.904108
-117.099912,32.905534
-117.150232,32.906410
-116.889584,32.907390
-117.120657,32.907396
-117.133703,32.909399
-117.058352,32.912657
-117.162815,32.913891
-117.075904,32.914947
-117.135444,32.916602
-117.148605,32.917523
-117.091568,32.918655
-117.176988,32.920318
-117.139650,32.921007
-117.127565,32.922021
-117.216739,32.924696
-117.154127,32.925241
-117.138607,32.926962
-117.106014,32.927256
-117.084220,32.929002
-117.066600,32.929325
-117.329717,32.929719
-117.132743,32.932165
-117.119973,32.933111
-117.083070,32.941174
-117.144026,32.942590
-117.224834,32.942603
-117.233351,32.945140
-117.250538,32.945940
-117.146401,32.947946
-117.053979,32.950120
-117.024849,32.950196
-117.117473,32.950511
-117.222638,32.951474
-117.200582,32.952086
-117.087755,32.957237
-117.262940,32.957295
-117.135458,32.958254
-117.122536,32.959242
-117.234383,32.959795
-117.009563,32.961186
-117.043590,32.964360
-117.057940,32.964460
-117.030705,32.964582
-117.203980,32.965256
-117.098849,32.965665
-117.145569,32.967961
-117.133551,32.968115
-117.067986,32.968723
-115.547094,32.969021
-117.120086,32.969434
-117.095755,32.973853
-115.520338,32.973964
-117.083763,32.974791
-117.073534,32.977730
-115.506085,32.982915
-115.524344,32.984833
-117.264037,32.985489
-115.541863,32.986110
-117.047979,32.986925
-117.242714,32.988673
-117.174499,32.989503
-117.088063,32.989788
-117.268367,32.998294
-117.030492,32.999444
-117.000274,33.000753
-117.248870,33.002009
-116.792996,33.002530
-117.075239,33.003329
-117.067736,33.004103
-117.104524,33.009099
-117.051248,33.012962
-116.920184,33.013295
-117.066079,33.015307
-116.811815,33.018639
-117.208491,33.021311
-117.279330,33.023298
-117.083999,33.027909
-117.268437,33.028260
-117.109447,33.029006
-117.033076,33.030922
-116.888118,33.032293
-117.055780,33.035460
-116.874471,33.036235
-117.069609,33.037314
-117.254306,33.038140
-115.625496,33.038199
-116.857634,33.040168
-117.276817,33.041027
-117.291440,33.042233
-117.241280,33.049212
-117.252044,33.052510
-117.272679,33.054312
-117.298792,33.056940
-117.290003,33.058748
-117.250284,33.061726
-116.600717,33.061913
-117.043257,33.067931
-117.091480,33.070289
-116.832736,33.072628
-117.304146,33.073582
-117.233243,33.073791
-117.207057,33.075127
-117.285043,33.075633
-117.251916,33.077941
-117.087400,33.082167
-117.243153,33.088824
-117.065785,33.093513
-117.043751,33.098226
-117.080471,33.099556
-117.287049,33.100297
-117.247341,33.100827
-117.100701,33.101732
-117.316322,33.105205
-117.070446,33.105783
-117.111871,33.106222
-117.086706,33.110663
-117.193013,33.111091
-117.306953,33.112351
-117.077442,33.112660
-117.246280,33.116834
-117.069514,33.120718
-117.288359,33.120858
-117.053736,33.121226
-117.150302,33.126388
-117.190733,33.127162
-117.081435,33.128762
-117.078296,33.131677
-117.063192,33.132333
-117.073343,33.132912
-117.215297,33.133027
-117.053528,33.133182
-117.022551,33.134902
-117.106345,33.135935
-117.087802,33.136814
-117.098090,33.137145
-117.184289,33.137691
-117.047364,33.138028
-117.129096,33.140176
-117.058826,33.140376
-117.170710,33.142099
-117.068611,33.144966
-117.040786,33.145190
-117.053211,33.146200
-117.124537,33.147236
-117.086675,33.147863
-117.143336,33.148920
-117.321215,33.149305
-117.174195,33.150121
-117.110292,33.150853
-117.203178,33.151868
-115.516082,33.152103
-117.073943,33.153036
-117.347924,33.154194
-117.096182,33.155789
-117.326411,33.157413
-117.153786,33.157712
-117.269936,33.158554
-117.343662,33.158562
-117.213744,33.159441
-117.231248,33.160211
-117.182324,33.162862
-117.312065,33.163813
-117.260657,33.164107
-117.129307,33.165753
-117.331643,33.168743
-117.236467,33.169707
-115.484386,33.171214
-117.071137,33.171332
-117.216451,33.173131
-117.310522,33.173818
-117.268251,33.175645
-117.205122,33.177786
-117.360857,33.178332
-117.286264,33.179462
-117.240145,33.187128
-117.301584,33.187321
-117.264021,33.188788
-117.341595,33.188827
-117.316230,33.189861
-117.380406,33.191463
-117.291159,33.191622
-117.370028,33.192426
-117.224467,33.193381
-117.283559,33.194471
-117.275631,33.196034
-117.297664,33.198664
-117.379452,33.198792
-117.184389,33.199888
-117.264002,33.200017
-117.247061,33.200024
-117.359524,33.200673
-116.352581,33.203593
-117.341324,33.204531
-117.224725,33.205409
-117.367845,33.207491
-116.950742,33.207870
-117.266905,33.208100
-117.241133,33.208308
-117.249559,33.209319
-117.342807,33.212800
-117.238686,33.215211
-117.250135,33.216338
-117.326082,33.217704
-117.275453,33.217973
-117.307081,33.220411
-117.235388,33.223694
-117.358769,33.223985
-117.217102,33.225436
-117.098030,33.226871
-117.275876,33.229808
-117.332356,33.231075
-117.291531,33.233755
-117.237677,33.236002
-117.307227,33.237458
-117.330860,33.239291
-117.255055,33.239503
-116.996345,33.247546
-117.314622,33.249588
-117.282341,33.251338
-117.320099,33.254287
-117.303924,33.256494
-117.083301,33.265850
-116.688995,33.268088
-119.532024,33.273114
-117.283502,33.275660
-114.415510,33.282539
-117.198207,33.285078
-117.414939,33.302706
-115.376604,33.310047
-117.067754,33.329351
-117.204100,33.332533
-118.328713,33.341935
-115.988695,33.346503
-117.230413,33.347780
-117.249011,33.364169
-118.382737,33.370356
-117.248671,33.372986
-117.244109,33.380343
-117.245227,33.389710
-117.221185,33.398550
-117.145045,33.399557
-117.593868,33.411520
-117.607710,33.413277
-117.621050,33.425884
-117.606224,33.428699
-117.621019,33.430638
-117.597275,33.443151
-117.640199,33.444751
-117.652342,33.451541
-117.619931,33.455887
-117.091576,33.459432
-117.667639,33.461577
-117.126506,33.464459
-117.629698,33.465517
-117.646984,33.466056
-117.698008,33.469212
-117.107977,33.470723
-117.084858,33.472012
-117.055716,33.473828
-117.596347,33.475860
-117.712370,33.476147
-117.082580,33.478268
-117.696753,33.480370
-117.703771,33.484524
-117.675716,33.486600
-117.650267,33.486608
-117.683504,33.488005
-117.089081,33.492046
-117.183458,33.492915
-117.133564,33.493239
-117.102958,33.494838
-117.703088,33.497810
-117.739260,33.498147
-117.726534,33.500734
-117.079560,33.503364
-117.134944,33.504429
-117.686561,33.504472
-116.640509,33.505050
-117.664381,33.509368
-117.103943,33.509778
-117.134072,33.510893
-117.713935,33.511338
-117.144653,33.515527
-117.693932,33.517216
-117.110028,33.518652
-117.651924,33.519991
-117.723529,33.524599
-117.693429,33.526046
-117.762859,33.530190
-117.118628,33.531076
-117.696051,33.532652
-117.141348,33.532781
-117.855985,33.533320
-117.718917,33.534594
-117.155103,33.538201
-117.682616,33.538853
-117.708463,33.538947
-117.768702,33.540009
-117.761601,33.540132
-117.645873,33.543334
-117.785146,33.543854
-117.128958,33.546400
-117.666169,33.546653
-117.696859,33.546664
-117.159772,33.549055
-117.636881,33.551385
-117.206805,33.553337
-116.995399,33.554219
-116.152108,33.555415
-117.694574,33.557394
-114.913328,33.559766
-117.730230,33.560715
-116.735030,33.561178
-117.704721,33.562060
-117.154367,33.563127
-117.110318,33.563215
-116.035704,33.563905
-117.246457,33.563935
-117.722330,33.563951
-117.172789,33.565136
-117.638734,33.566100
-114.646246,33.567653
-117.292712,33.569057
-117.192182,33.569164
-117.226405,33.570037
-117.685673,33.570507
-117.664475,33.571373
-117.740293,33.574031
-117.723368,33.575061
-117.649992,33.575884
-117.584649,33.576022
-117.213841,33.576231
-117.708160,33.576669
-117.735055,33.578424
-117.151822,33.579474
-114.535759,33.580313
-117.653373,33.581110
-117.686643,33.582055
-117.718058,33.582863
-117.188039,33.584747
-117.205608,33.586189
-117.693171,33.587152
-117.221391,33.589130
-117.596880,33.589472
-117.665491,33.590495
-117.103124,33.591392
-117.706271,33.592139
-117.732033,33.592265
-117.618297,33.593493
-117.646451,33.593754
-117.830282,33.594798
-117.868662,33.596065
-117.692747,33.598084
-117.723336,33.601288
-117.739047,33.601398
-117.277924,33.602117
-117.258375,33.602355
-117.708103,33.602722
-117.904019,33.603024
-117.878607,33.603253
-117.192410,33.603691
-117.863803,33.604416
-114.590688,33.604833
-117.751230,33.604891
-117.666847,33.604972
-117.229080,33.605478
-117.642984,33.606125
-117.893285,33.606536
-117.715775,33.606608
-117.100421,33.608791
-117.685359,33.609494
-117.739144,33.611419
-117.896891,33.612186
-117.917369,33.612393
-117.581170,33.612537
-117.620316,33.612904
-117.114239,33.613969
-114.605734,33.614336
-114.585856,33.614382
-117.666742,33.614508
-117.839141,33.614651
-117.882142,33.616276
-117.696476,33.617425
-117.719605,33.617530
-117.935363,33.617793
-117.654396,33.619058
-117.793533,33.619121
-117.636930,33.620191
-117.917226,33.621888
-117.739814,33.622299
-117.857669,33.622956
-114.560648,33.623277
-117.303142,33.623462
-114.597135,33.623617
-117.703181,33.624288
-117.669974,33.624372
-117.270791,33.624560
-117.157319,33.625893
-117.938065,33.627983
-117.902716,33.628157
-117.680576,33.629262
-117.226578,33.629703
-117.357442,33.630013
-117.710125,33.631235
-117.882162,33.631338
-117.656714,33.631383
-117.913707,33.631389
-117.641591,33.631605
-117.689373,33.633569
-117.568095,33.634036
-117.867475,33.636290
-117.916433,33.636672
-117.594405,33.637233
-117.817732,33.638158
-117.928233,33.639531
-117.349602,33.639538
-117.629864,33.639782
-117.694013,33.640129
-117.811367,33.640374
-117.798486,33.640434
-116.255363,33.640572
-117.937116,33.640901
-117.662003,33.640989
-117.909079,33.642707
-117.666738,33.643875
-117.900072,33.644014
-117.677203,33.644332
-117.834937,33.644351
-117.648851,33.644394
-116.164320,33.644804
-117.583231,33.644932
-117.701120,33.646674
-117.640749,33.646892
-117.919520,33.647530
-117.966021,33.647544
-117.885515,33.647568
-117.939798,33.647951
-117.589839,33.648409
-117.927168,33.648638
-117.957797,33.649283
-117.246345,33.649638
-117.277156,33.650498
-117.566657,33.650674
-117.903766,33.650849
-117.811896,33.650946
-117.626936,33.651396
-117.587662,33.651980
-117.832158,33.652237
-117.839080,33.652486
-117.751210,33.653179
-117.981584,33.653207
-117.680755,33.654791
-116.311963,33.655311
-117.925557,33.655569
-117.666720,33.656113
-117.618168,33.656599
-117.909016,33.656976
-117.991342,33.657021
-117.940559,33.657933
-117.893832,33.658000
-117.643250,33.658275
-114.225465,33.659221
-117.881020,33.660742
-117.190774,33.661072
-117.156475,33.661749
-117.813918,33.661772
-117.913928,33.661993
-117.699531,33.662012
-118.003053,33.662142
-117.235676,33.663744
-117.951018,33.663966
-116.174123,33.664726
-117.958210,33.664905
-117.966571,33.664991
-117.685337,33.665126
-117.975400,33.665307
-116.310744,33.665419
-117.984442,33.665445
-117.993969,33.666054
-117.829775,33.666105
-117.329445,33.666573
-117.780420,33.666909
-118.010543,33.667702
-117.925510,33.668536
-117.850022,33.668627
-116.188533,33.669155
-117.796794,33.669213
-116.181863,33.671160
-117.393438,33.671360
-117.813927,33.671665
-117.132757,33.673275
-117.808334,33.673363
-117.826896,33.674572
-116.237130,33.675017
-116.162901,33.675176
-117.380171,33.675363
-117.898037,33.675384
-117.338981,33.675495
-117.961158,33.675570
-118.002341,33.676152
-117.926914,33.676546
-116.306367,33.676820
-117.255401,33.677208
-117.190355,33.677599
-117.592394,33.677849
-115.027293,33.678092
-117.913385,33.678360
-117.993455,33.678960
-117.787594,33.678977
-117.976108,33.679160
-118.017214,33.679396
-117.949635,33.679478
-117.159643,33.679546
-117.983667,33.679826
-117.821564,33.680509
-116.185969,33.680930
-117.630601,33.681251
-117.929671,33.682057
-117.885293,33.682453
-117.901981,33.682754
-117.962751,33.683530
-117.824298,33.683629
-117.779725,33.684729
-117.652411,33.684812
-117.387859,33.685250
-117.799353,33.685385
-117.252882,33.686207
-117.193237,33.688717
-117.299071,33.689420
-116.410061,33.690133
-117.931146,33.690143
-116.282924,33.691190
-117.809136,33.691196
-116.324833,33.691673
-116.191862,33.691728
-117.997333,33.691852
-117.775290,33.692319
-117.891596,33.692652
-117.363303,33.692805
-117.985050,33.693051
-117.791336,33.693059
-117.149027,33.693570
-116.232280,33.693683
-117.973778,33.694176
-116.207020,33.694192
-117.961494,33.694427
-117.950123,33.695032
-117.691212,33.695069
-117.220501,33.695257
-116.385992,33.696129
-117.881115,33.697486
-118.346775,33.697535
-117.754329,33.697638
-117.391202,33.698187
-117.895045,33.699178
-116.258109,33.699222
-117.784766,33.699439
-117.193603,33.699936
-117.249953,33.700637
-117.872051,33.702435
-117.171075,33.703337
-118.026425,33.703368
-116.388470,33.704445
-117.762416,33.705384
-117.793552,33.706167
-117.906008,33.706268
-116.227141,33.707064
-116.209946,33.707473
-117.967481,33.707705
-116.242005,33.707978
-118.019214,33.707983
-117.976139,33.708243
-117.984731,33.708621
-117.881355,33.709398
-117.993371,33.709608
-118.010971,33.709764
-117.900525,33.709824
-117.937196,33.710242
-117.958846,33.710321
-117.890563,33.710513
-117.862383,33.710973
-117.949302,33.711008
-118.287983,33.711595
-116.932251,33.711789
-116.396648,33.712568
-118.040052,33.712925
-117.825209,33.713130
-117.127534,33.713780
-117.212745,33.713985
-116.257054,33.714964
-117.198912,33.716026
-118.290248,33.716228
-117.777530,33.716409
-116.373591,33.716542
-118.301073,33.717882
-116.321985,33.717923
-117.759576,33.718244
-118.015273,33.718253
-118.046232,33.718832
-117.997429,33.719058
-117.980865,33.719288
-117.899525,33.719706
-118.069786,33.719716
-117.860264,33.719718
-117.017294,33.720244
-116.997798,33.720887
-116.227993,33.721014
-117.890272,33.721042
-118.075724,33.721196
-117.880839,33.721374
-117.904817,33.721597
-117.870147,33.721825
-116.238212,33.721971
-117.814460,33.721989
-116.283257,33.722126
-118.059990,33.722292
-118.037137,33.722376
-117.959081,33.723095
-118.307866,33.723211
-117.967102,33.723658
-117.932870,33.724048
-116.348972,33.724252
-117.426312,33.724382
-118.028175,33.724524
-118.321036,33.724603
-118.298939,33.724625
-118.048318,33.724683
-117.198235,33.724816
-117.922386,33.724917
-118.291254,33.724952
-116.377489,33.725751
-118.268621,33.725997
-117.995393,33.726315
-116.247089,33.726342
-117.181052,33.726523
-118.017061,33.726837
-117.979819,33.727001
-116.213256,33.727259
-116.976864,33.727290
-117.859881,33.727902
-118.285066,33.728228
-117.814360,33.728627
-118.292807,33.730184
-116.260999,33.730459
-117.895161,33.730914
-117.882964,33.731046
-117.796236,33.731609
-116.369586,33.731722
-116.961548,33.732181
-117.766752,33.732193
-117.822882,33.732720
-116.225737,33.733077
-118.306841,33.733284
-116.391208,33.733300
-116.996539,33.733590
-116.927944,33.733613
-116.192340,33.733675
-116.939614,33.734038
-118.284090,33.734274
-117.982307,33.734304
-118.295766,33.734627
-117.926377,33.734633
-117.871301,33.735136
-117.851206,33.735147
-116.951202,33.735488
-116.314828,33.735539
-117.908421,33.735674
-117.099502,33.735994
-117.812772,33.736087
-117.612151,33.736126
-116.284838,33.736210
-117.830654,33.736606
-117.892640,33.736833
-117.880116,33.736992
-118.019770,33.737055
-117.836976,33.737119
-116.967278,33.737220
-117.842352,33.737265
-116.981844,33.737303
-117.903767,33.737311
-118.011253,33.737320
-117.217606,33.737421
-117.856358,33.737682
-117.967848,33.737739
-117.863587,33.737824
-117.950763,33.738119
-117.941697,33.738480
-117.958993,33.738746
-118.292290,33.739925
-117.781678,33.740164
-118.301203,33.740232
-118.105005,33.740657
-117.984465,33.741062
-117.933103,33.741307
-116.736311,33.741368
-118.284008,33.741735
-117.925340,33.741977
-117.807150,33.742047
-117.915563,33.742153
-118.314357,33.742191
-116.364658,33.742632
-117.899721,33.742726
-117.878786,33.742992
-118.365547,33.743336
-117.889382,33.743423
-117.286849,33.743686
-117.826036,33.743824
-116.951650,33.744190
-118.088979,33.744451
-118.104606,33.744723
-116.936385,33.744936
-116.879636,33.745136
-118.303904,33.745611
-116.215224,33.745785
-116.340155,33.745901
-118.283866,33.746313
-117.866571,33.746453
-116.970424,33.746780
-116.924293,33.746803
-118.293716,33.747401
-118.097144,33.747720
-117.980745,33.748235
-117.848881,33.748274
-116.289992,33.748356
-118.122853,33.748669
-117.955177,33.748797
-117.802054,33.748994
-116.999147,33.749250
-117.915628,33.749447
-116.425930,33.750301
-116.984959,33.750315
-118.034225,33.750654
-116.951410,33.751089
-118.020578,33.751697
-117.933391,33.751699
-116.382006,33.751753
-116.315209,33.751787
-117.924094,33.751998
-117.967705,33.752151
-116.910331,33.752170
-116.715356,33.752532
-117.787064,33.752573
-118.006097,33.752677
-118.326024,33.752778
-117.861841,33.752878
-117.823467,33.752953
-117.945159,33.753128
-116.241719,33.753134
-117.890703,33.753512
-116.899922,33.753647
-117.899276,33.753851
-117.879292,33.753926
-117.165477,33.754450
-117.843893,33.754832
-118.302966,33.755033
-118.122869,33.755358
-117.016009,33.755751
-116.403675,33.755807
-117.980011,33.756061
-116.267893,33.756319
-117.872238,33.756360
-118.403443,33.756610
-117.909588,33.757105
-117.994320,33.757745
-118.137936,33.758248
-117.061736,33.758258
-117.865377,33.758264
-117.814609,33.758346
-118.108131,33.758357
-116.993359,33.758503
-117.961745,33.758682
-117.765705,33.759183
-118.312972,33.759882
-118.345513,33.760103
-116.892013,33.760121
-117.119736,33.761669
-117.933931,33.762403
-117.946179,33.762633
-118.134542,33.762708
-118.303266,33.763059
-118.148645,33.763154
-118.385110,33.763178
-117.907947,33.763590
-116.940598,33.763636
-117.841276,33.764055
-116.373206,33.764461
-117.889975,33.764509
-118.003729,33.764802
-118.036221,33.764847
-116.972407,33.765111
-117.991099,33.765141
-118.011928,33.765151
-117.979489,33.765236
-118.087725,33.765308
-117.873418,33.765715
-118.160486,33.765775
-118.171352,33.765791
-118.100740,33.766304
-117.860182,33.766766
-118.020155,33.766793
-118.179140,33.766798
